Date,Open,High,Low,Close,Adj Close,Volume
2020-09-01,117.447418,118.499046,116.778206,117.973228,99.586029,3300444
2020-09-02,118.279160,123.040154,118.145317,122.543022,103.443565,6895650
2020-09-03,122.552582,124.235184,118.212234,118.977058,100.433403,5979773
2020-09-04,118.881454,119.837479,115.908218,116.921608,98.698326,6295037
2020-09-08,116.787766,117.466537,115.401527,115.879539,97.818657,5449974
2020-09-09,116.759079,118.260040,115.956024,116.883362,98.666031,3944152
2020-09-10,117.141495,118.145317,114.952202,115.258125,97.294090,4161406
2020-09-11,116.051628,117.304016,115.420647,116.118546,98.020416,3711313
2020-09-14,116.978966,117.954109,116.405357,116.720840,98.528847,3809009
2020-09-15,117.418739,117.973228,116.864243,117.055450,98.811302,3049299
2020-09-16,117.313576,120.286804,117.313576,118.757172,100.247795,3962666
2020-09-17,117.227531,120.028679,116.606117,119.426384,100.812698,3317180
2020-09-18,118.795410,119.426384,117.256210,117.361374,99.069534,5639614
2020-09-21,115.181641,115.391968,113.365204,114.961761,97.043938,5555724
2020-09-22,115.038239,116.108986,114.273422,115.210327,97.253761,3093859
2020-09-23,115.487572,116.242828,113.221794,113.604210,95.897964,4120612
2020-09-24,112.906311,114.263863,111.357552,112.896751,95.300781,3709325
2020-09-25,112.428299,114.158699,111.797325,113.718925,95.994804,3089570
2020-09-28,115.267685,116.950287,115.114723,116.376671,98.238312,3670623
2020-09-29,116.070747,116.816444,114.923515,115.621414,97.600777,2203504
2020-09-30,116.042068,117.504784,115.487572,116.319313,98.189896,3411111
2020-10-01,116.978966,117.877632,115.066925,115.764816,97.721825,3359438
2020-10-02,113.804970,116.395790,113.594643,115.267685,97.302147,3059759
2020-10-05,116.481834,117.351814,115.726578,116.644356,98.464272,3190823
2020-10-06,117.189293,119.340347,116.242828,116.606117,98.431992,4050426
2020-10-07,117.275337,118.919693,116.940727,118.613770,100.126740,2944908
2020-10-08,125.105164,129.541107,124.063095,125.707458,106.114815,26452189
2020-10-09,126.195030,126.195030,121.988525,122.170174,103.128845,8737970
2020-10-12,122.437859,122.609940,120.879539,121.615677,102.660774,4848315
2020-10-13,121.003822,121.558319,118.986618,119.598473,100.957970,5654781
2020-10-14,119.627151,121.357552,119.627151,120.401527,101.635857,3899593
2020-10-15,118.623329,119.713196,118.403442,119.397705,100.788490,3541024
2020-10-16,119.665390,120.869980,119.177818,120.391968,101.627800,4927078
2020-10-19,121.223709,121.749519,119.579353,120.000000,101.296906,7822720
2020-10-20,114.531548,114.866158,111.701721,112.208412,94.719704,22490151
2020-10-21,111.529640,112.514343,109.741875,110.000000,92.855499,10204044
2020-10-22,109.942642,110.956024,108.011475,110.669212,93.420410,8217167
2020-10-23,111.376671,111.491394,110.449333,110.898659,93.614105,4072496
2020-10-26,109.416824,109.847038,106.921608,107.284897,90.563568,7534756
2020-10-27,107.217972,107.284897,105.191208,105.697899,89.223923,6209161
2020-10-28,103.881454,104.904396,101.261948,101.959846,86.068474,9860956
2020-10-29,102.533463,104.818359,101.864243,104.120461,87.892357,7071169
2020-10-30,103.154877,106.883362,103.011475,106.749519,90.111641,8285889
2020-11-02,107.695984,108.824089,107.313576,107.944550,91.120422,5555829
2020-11-03,108.986618,110.564056,108.632889,109.139580,92.129173,4397698
2020-11-04,107.390060,108.900574,106.271507,106.978966,90.305313,6066905
2020-11-05,108.317398,110.219887,108.040154,109.722755,92.621468,5127701
2020-11-06,110.019119,110.038239,108.403442,109.024857,92.032356,5490663
2020-11-09,112.695984,114.474190,110.200768,110.449333,94.586761,9405841
2020-11-10,111.558319,112.973228,111.137665,112.724663,96.535301,5881449
2020-11-11,112.925430,113.145317,111.108986,112.045891,95.954018,4486922
2020-11-12,110.544930,111.252388,108.489487,109.464630,93.743492,6797117
2020-11-13,110.124283,112.208412,109.952202,111.711281,95.667458,4898000
2020-11-16,113.097511,113.336517,111.969406,113.154877,96.903748,5536896
2020-11-17,112.428299,113.326958,111.921608,112.523903,96.363380,4324687
2020-11-18,112.543022,113.652008,111.615677,111.634796,95.601974,4818713
2020-11-19,111.414917,112.284897,110.793503,112.026772,95.937645,3597822
2020-11-20,112.428299,112.848946,111.558319,111.797325,95.741150,5255418
2020-11-23,112.265778,115.219887,112.112808,114.808792,98.320107,5910318
2020-11-24,115.544930,119.244743,115.497131,118.948372,101.865166,8109115
2020-11-25,117.523903,118.862335,116.739960,118.738052,101.685074,4326151
2020-11-27,118.738052,119.799232,118.460800,118.881454,101.807877,2187395
2020-11-30,118.642448,119.502869,117.676865,118.087952,101.128326,6263448
2020-12-01,118.451241,120.296364,117.667305,117.743790,100.833611,5553319
2020-12-02,117.447418,119.158699,117.026772,119.139580,102.028923,3860472
2020-12-03,118.699806,119.369026,117.868073,118.173996,101.202011,4757417
2020-12-04,118.518166,121.778206,118.202675,121.606117,104.141212,5776849
2020-12-07,120.927345,121.386230,119.091782,119.216064,102.094421,8701151
2020-12-08,119.808792,120.774376,119.158699,120.181641,102.921326,5643170
2020-12-09,120.267685,122.074570,120.172081,121.214149,103.805542,6813121
2020-12-10,120.793503,121.347992,119.445503,119.464630,102.307274,5024147
2020-12-11,118.623329,119.990440,118.173996,118.804970,101.742371,4687544
2020-12-14,119.808792,120.688339,118.040154,118.097511,101.136513,5282300
2020-12-15,118.919693,120.391968,118.011475,120.391968,103.101463,4556585
2020-12-16,120.391968,121.003822,119.780113,120.028679,102.790337,4738485
2020-12-17,120.535370,120.544930,119.416824,120.028679,102.790337,3962248
2020-12-18,120.066925,120.841301,119.474190,120.315491,103.035950,7900229
2020-12-21,118.518166,118.718925,116.367111,117.963669,101.021889,6397022
2020-12-22,117.887192,118.757172,117.026772,118.173996,101.202011,4535561
2020-12-23,118.432121,119.703636,118.298279,118.451241,101.439438,2817819
2020-12-24,119.502869,119.598473,118.747612,119.206497,102.086227,1842111
2020-12-28,119.598473,121.032501,118.986618,119.330788,102.192673,3781499
2020-12-29,119.837479,119.961761,117.820267,118.355644,101.357574,3647402
2020-12-30,118.355644,119.359467,118.193115,118.871895,101.799683,3535794
2020-12-31,118.757172,120.487572,118.537285,120.344170,103.060524,3738822
2021-01-04,120.315491,120.382408,117.629066,118.489487,101.472191,5417443
2021-01-05,119.512428,121.108986,119.130020,120.592735,103.273376,6395872
2021-01-06,121.319313,126.080307,121.147224,123.604210,105.852356,8322708
2021-01-07,124.321220,124.722755,122.619499,123.317398,105.606728,4714740
2021-01-08,122.915871,123.632889,121.395790,122.877632,105.230118,4891305
2021-01-11,122.323135,123.977058,122.045891,122.925430,105.271057,5859587
2021-01-12,123.413002,124.139580,122.313576,123.527725,105.786858,3921663
2021-01-13,123.470360,124.043976,120.898659,121.338432,103.911987,8030874
2021-01-14,122.390060,124.435944,121.940727,123.298279,105.590355,7848347
2021-01-15,122.638626,123.556404,122.055450,122.743790,105.115486,5131153
2021-01-19,123.594643,123.891014,122.456978,123.346077,105.631294,5646308
2021-01-20,123.996178,125.296364,122.906311,124.359467,106.499138,5856240
2021-01-21,124.397705,126.424477,124.330788,125.860420,107.784523,13116003
2021-01-22,115.391968,115.391968,112.198853,113.393883,97.108406,39814421
2021-01-25,113.537285,114.282982,112.284897,113.365204,97.083847,14315974
2021-01-26,113.938812,117.198853,113.212234,117.103249,100.285042,11186656
2021-01-27,116.711281,119.302101,116.271507,117.084129,100.268692,12705239
2021-01-28,117.399620,117.782028,114.789673,114.799232,98.311935,8455969
2021-01-29,114.933075,115.965584,113.671127,113.871895,97.517776,12369473
2021-02-01,114.627151,115.630974,113.508606,115.239006,98.688545,6538023
2021-02-02,114.110901,115.678780,114.034416,114.187378,97.787949,6633627
2021-02-03,113.804970,114.531548,112.925430,113.881454,97.525963,7024308
2021-02-04,114.636711,115.774376,113.642448,115.697899,99.081535,4771957
2021-02-05,115.678780,116.453156,115.219887,116.434036,99.711937,4775722
2021-02-08,117.227531,118.527725,117.017204,118.173996,101.202011,6158848
2021-02-09,116.539200,117.208412,115.726578,116.730400,101.301582,4933982
2021-02-10,117.619499,117.982796,115.879539,116.864243,101.417732,5090673
2021-02-11,116.634796,116.835564,115.325050,115.592735,100.314278,5629154
2021-02-12,115.678780,116.022942,114.808792,115.487572,100.223015,4049275
2021-02-16,114.866158,115.296364,114.110901,114.789673,99.617363,6945231
2021-02-17,114.024857,115.258125,113.785851,114.694077,99.534401,4141219
2021-02-18,115.200768,115.621414,114.435944,115.420647,100.164932,5646413
2021-02-19,115.439774,115.449333,113.173996,113.757172,98.721329,6881320
2021-02-22,113.288719,115.803062,113.231361,115.544930,100.272797,6149643
2021-02-23,115.602295,116.013382,114.531548,115.401527,100.148354,4739740
2021-02-24,115.487572,118.059273,115.219887,117.791588,102.222504,6087720
2021-02-25,117.944550,118.881454,116.959846,117.084129,101.608559,5953623
2021-02-26,116.873802,116.873802,113.652008,113.699806,98.671547,9467346
2021-03-01,115.057358,116.940727,114.588913,115.430206,100.173233,5977367
2021-03-02,115.430206,116.539200,114.971321,115.038239,99.833084,4732418
2021-03-03,115.200768,117.237091,114.703636,116.978966,101.517288,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,99.650551,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,101.907227,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,103.549965,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,103.027275,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,106.088715,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,105.483063,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,105.873001,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,106.677780,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,106.395683,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,107.051125,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,107.905685,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,106.943275,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,108.312202,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,108.237541,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,108.370277,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,110.402954,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,113.149132,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,112.717712,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,111.771896,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,110.560600,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,110.535706,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,112.775780,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,111.357056,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,111.946114,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,112.103752,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,112.609863,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,111.664032,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,108.834900,8403041
2021-04-14,125.535370,126.940727,124.780113,126.797325,110.037895,6137928
2021-04-15,127.418739,127.982796,126.405357,126.749519,109.996422,4062664
2021-04-16,127.151054,128.202682,127.103249,127.715103,110.834381,5535223
2021-04-19,127.724663,127.934990,126.749519,127.265778,110.444435,8575736
2021-04-20,131.042068,133.623322,130.688339,132.084137,114.625923,16192708
2021-04-21,131.988525,137.409180,131.653915,137.237091,119.097801,12456814
2021-04-22,137.380493,138.374756,134.799240,135.066925,117.214478,7428064
2021-04-23,135.095596,137.294449,134.751434,136.166351,118.168617,4765576
2021-04-26,136.156784,137.313583,135.258133,135.344162,117.455040,4927497
2021-04-27,135.458893,136.290634,134.560226,135.764816,117.820114,4062664
2021-04-28,136.634796,137.093689,135.850861,136.711288,118.641518,3941433
2021-04-29,137.791580,142.198853,136.692154,137.896744,119.670250,4554179
2021-04-30,137.380493,137.504776,134.369019,135.640533,117.712257,9280321
2021-05-03,137.485657,139.340347,137.237091,138.384323,120.093399,5997241
2021-05-04,138.059280,140.143402,137.982788,139.340347,120.923050,6642623
2021-05-05,139.521988,139.521988,138.594650,138.833649,120.483337,5229895
2021-05-06,138.871887,141.978973,138.795410,141.892929,123.138237,7848661
2021-05-07,139.502869,139.713196,138.212234,139.063095,122.030853,7325661
2021-05-10,139.388138,141.854691,139.388138,139.741867,122.626488,7304636
2021-05-11,138.613770,138.804977,136.615677,137.877625,120.990593,7454214
2021-05-12,137.514343,137.810699,134.933075,135.086044,118.540909,6233742
2021-05-13,135.229446,138.527725,135.066925,137.829834,120.948647,4807207
2021-05-14,138.728485,139.282990,137.629059,138.317398,121.376503,2873780
2021-05-17,138.087952,139.388138,137.982788,138.728485,121.737213,4471755
2021-05-18,138.412994,138.910141,136.931168,137.581268,120.730530,4000009
2021-05-19,136.061188,136.902481,134.722748,136.892929,120.126503,4498532
2021-05-20,136.826004,138.537292,135.908218,137.552582,120.705353,4301675
2021-05-21,137.934998,139.292542,137.934998,138.374756,121.426834,4219041
2021-05-24,138.680695,138.996170,137.839386,138.355637,121.410042,3449290
2021-05-25,138.546844,138.623322,136.902481,137.466537,120.629837,4118311
2021-05-26,137.189301,137.657745,136.749527,137.074570,120.285873,3225655
2021-05-27,137.495224,138.403442,137.313583,137.495224,120.655029,5889294
2021-05-28,137.868073,137.982788,137.179733,137.418732,120.587906,2651192
2021-06-01,138.623322,139.416824,137.428299,137.848953,120.965408,2528705
2021-06-02,138.260040,139.340347,137.772461,139.311661,122.248985,2915097
2021-06-03,138.537292,139.464630,137.705551,139.149139,122.106369,4320608
2021-06-04,139.579346,141.061188,139.349899,140.936905,123.675171,3261323
2021-06-07,141.061188,142.198853,140.697891,141.510513,124.178520,3621984
2021-06-08,141.606125,143.594650,141.606125,142.514343,125.059387,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,126.401718,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,126.292625,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,126.913422,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,125.864769,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,125.302696,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,124.019142,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,122.148308,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,120.067757,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,123.029167,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,122.785912,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,121.317764,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,122.014084,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,123.188599,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,121.888237,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,122.106369,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,122.978851,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,123.188599,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,117.467072,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,116.426811,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,117.299294,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,118.071121,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,118.725479,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,118.222115,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,117.685196,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,117.299294,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,117.827812,3807126
2021-07-16,134.799240,134.799240,132.495224,132.791580,116.527451,4298328
2021-07-19,130.449326,132.399612,130.219879,131.854691,115.705330,8977086
2021-07-20,136.711288,138.546844,132.600388,133.814529,117.425133,14237838
2021-07-21,133.814529,135.172089,133.508606,135.086044,118.540909,5024984
2021-07-22,135.430206,135.573608,134.235184,134.521988,118.045937,3466653
2021-07-23,134.761002,135.468445,134.158707,135.124283,118.574471,4680013
2021-07-26,135.172089,136.711288,134.923523,136.491394,119.774124,4441630
2021-07-27,136.261948,137.323135,135.372849,136.472275,119.757362,3281302
2021-07-28,136.720840,136.806885,135.411087,135.535370,118.935204,2660815
2021-07-29,136.070740,136.673035,135.372849,135.688339,119.069435,2793761
2021-07-30,135.296371,135.611862,134.598465,134.761002,118.255676,3698238
2021-08-02,135.229446,136.768646,134.827911,135.200760,118.641571,3064257
2021-08-03,135.659653,138.336517,135.420654,137.734222,120.864738,4272596
2021-08-04,137.476105,137.839386,136.204590,136.481842,119.765755,2960285
2021-08-05,136.739960,137.103256,135.965576,136.491394,119.774124,2884240
2021-08-06,136.711288,138.040146,136.606125,137.753342,120.881523,4002833
2021-08-09,135.946457,136.233276,134.770554,135.038239,119.863213,5129689
2021-08-10,135.000000,135.573608,134.168259,135.162521,119.973526,5543695
2021-08-11,135.544937,136.491394,135.277252,135.879547,120.609985,4455960
2021-08-12,136.003830,136.854691,135.831741,136.778198,121.407654,2184780
2021-08-13,136.367111,137.265778,136.175903,136.883362,121.500992,1997965
2021-08-16,136.931168,137.418732,135.975143,137.275330,121.848915,2913319
2021-08-17,136.711288,136.864243,134.885284,136.156784,120.856064,3215195
2021-08-18,135.439774,135.678772,133.260040,133.336517,118.352722,3672192
2021-08-19,132.590820,133.317398,131.175903,131.950287,117.122276,4351465
2021-08-20,131.682602,133.250473,131.233276,132.992355,118.047249,2780059
2021-08-23,133.479919,133.986618,132.695984,133.479919,118.480011,3179422
2021-08-24,133.632889,134.063095,133.193115,133.690247,118.666718,2474418
2021-08-25,133.766724,134.608032,133.326965,133.709366,118.683693,2105389
2021-08-26,133.814529,134.608032,132.609940,132.676865,117.767220,2613640
2021-08-27,132.609940,133.451248,132.313583,133.279160,118.301819,2572637
2021-08-30,133.365204,133.728485,132.715103,132.858505,117.928436,2087293
2021-08-31,133.403442,134.741867,132.839386,134.168259,119.090996,4429915
2021-09-01,133.824097,133.910141,133.068832,133.173996,118.208488,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,118.810982,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,118.446068,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,117.156212,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,117.673851,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,116.884674,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,116.273682,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,117.232597,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,115.594818,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,116.426445,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,115.773018,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,114.754715,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,113.973999,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,112.836906,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,114.245567,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,116.027596,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,116.672508,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,117.580521,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,116.655548,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,118.106644,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,117.894493,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,121.619804,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,122.290184,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,121.475563,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,120.805138,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,120.338425,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,121.534935,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,120.864571,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,119.201302,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,119.447433,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,121.679207,4410668
2021-10-15,137.084137,138.479919,136.510513,138.250473,122.714493,3371049
2021-10-18,137.667297,138.565964,135.525818,136.061188,120.771225,6437189
2021-10-19,134.875717,136.653915,134.340347,135.736145,120.482697,4539117
2021-10-20,135.449326,135.946457,134.512421,135.659653,120.414803,6474008
2021-10-21,127.638626,127.839386,122.466537,122.686424,108.899452,32913959
2021-10-22,122.418739,124.521988,121.042068,122.256210,108.517578,12114981
2021-10-25,121.921608,122.992355,121.357552,122.026772,108.313911,6667204
2021-10-26,121.912048,122.657745,121.185471,121.539200,107.881149,8912861
2021-10-27,121.835564,122.256210,119.512428,119.665390,106.217911,7294176
2021-10-28,119.665390,120.755257,119.139580,120.305923,106.786453,6802138
2021-10-29,119.913956,120.764816,119.416824,119.598473,106.158516,6188973
2021-11-01,119.550667,120.755257,118.393883,120.726578,107.159836,6177153
2021-11-02,120.745697,121.577438,119.416824,120.630974,107.074966,4722062
2021-11-03,120.678780,121.692162,120.152962,121.539200,107.881149,5670784
2021-11-04,123.050003,123.339996,119.900002,120.849998,107.269402,7208700
2021-11-05,121.430000,123.769997,121.430000,123.610001,109.719238,6790500
2021-11-08,123.989998,124.779999,123.529999,124.540001,110.544724,5625300
2021-11-09,122.559998,122.900002,120.260002,120.849998,108.700821,7236600
2021-11-10,121.000000,122.430000,119.930000,120.220001,108.134148,6270300
2021-11-11,120.900002,121.790001,120.080002,120.269997,108.179115,4643300
2021-11-12,120.000000,120.639999,118.779999,118.959999,107.000816,5418300
2021-11-15,119.540001,120.160004,118.309998,118.870003,106.919876,5046300
2021-11-16,118.919998,119.900002,118.419998,118.459999,106.551079,4750800
2021-11-17,118.379997,119.330002,117.779999,118.059998,106.191299,4043300
2021-11-18,118.360001,118.360001,116.309998,116.660004,104.932037,5046900
2021-11-19,116.489998,116.559998,115.269997,116.050003,104.383369,5380200
2021-11-22,116.000000,118.809998,115.190002,116.470001,104.761147,6416200
2021-11-23,116.790001,117.940002,116.040001,116.790001,105.048973,4912800
2021-11-24,116.160004,117.269997,116.080002,116.730003,104.995010,3220800
2021-11-26,115.000000,116.339996,114.559998,115.809998,104.167496,3322000
2021-11-29,118.620003,119.610001,117.529999,118.500000,106.587067,8949800
2021-11-30,117.500000,119.239998,116.449997,117.099998,105.327805,9252700
2021-12-01,118.250000,118.930000,116.849998,116.919998,105.165894,5958300
2021-12-02,117.370003,117.980003,116.559998,116.900002,105.147903,5267100
2021-12-03,117.360001,119.360001,117.360001,118.839996,106.892876,6630100
2021-12-06,119.400002,121.150002,119.400002,119.910004,107.855324,4785600
2021-12-07,120.480003,122.080002,120.070000,121.580002,109.357437,5194000
2021-12-08,122.000000,123.379997,121.519997,123.019997,110.652664,5483900
2021-12-09,122.150002,123.949997,121.790001,123.570000,111.147362,4601100
2021-12-10,124.300003,125.330002,123.360001,124.089996,111.615097,4966900
2021-12-13,123.760002,124.360001,120.790001,122.580002,110.256897,6847500
2021-12-14,122.349998,125.029999,122.300003,123.760002,111.318291,5716100
2021-12-15,123.800003,124.820000,122.180000,123.110001,110.733620,4990000
2021-12-16,123.510002,126.639999,123.480003,125.930000,113.270119,7280500
2021-12-17,125.870003,128.639999,125.209999,127.400002,114.592339,10379000
2021-12-20,125.720001,127.199997,124.699997,127.059998,114.286522,4941400
2021-12-21,127.660004,129.339996,127.660004,128.970001,116.004501,4856000
2021-12-22,129.059998,129.789993,127.599998,129.750000,116.706078,3923200
2021-12-23,130.000000,130.960007,129.520004,130.630005,117.497620,3649000
2021-12-27,130.630005,131.649994,129.949997,131.619995,118.388100,4293900
2021-12-28,131.600006,133.220001,131.589996,132.630005,119.296562,3445200
2021-12-29,132.399994,134.210007,132.300003,133.350006,119.944183,4239900
2021-12-30,133.750000,134.369995,133.330002,133.910004,120.447868,3158100
2021-12-31,134.000000,134.990005,133.610001,133.660004,120.223015,3362100
2022-01-03,134.070007,136.289993,133.630005,136.039993,122.363739,4605900
2022-01-04,136.100006,139.949997,135.899994,138.020004,124.144707,7300000
2022-01-05,138.309998,142.199997,137.880005,138.220001,124.324608,8956900
2022-01-06,138.199997,138.410004,132.509995,135.339996,121.734108,9908100
2022-01-07,134.899994,135.660004,133.509995,134.830002,121.275391,5238100
2022-01-10,134.470001,136.199997,133.380005,135.029999,121.455276,5432800
2022-01-11,130.520004,133.250000,127.970001,132.869995,119.512428,11105300
2022-01-12,133.250000,134.470001,131.369995,133.589996,120.160042,5352000
2022-01-13,133.899994,136.050003,133.559998,134.759995,121.212425,4868300
2022-01-14,134.550003,135.139999,133.300003,134.210007,120.717720,5310300
2022-01-18,132.949997,133.889999,131.779999,132.940002,119.575394,5246700
2022-01-19,132.899994,133.899994,131.500000,131.580002,118.352119,4103700
2022-01-20,131.259995,132.880005,130.570007,130.820007,117.668533,5278200
2022-01-21,131.649994,131.869995,129.270004,129.350006,116.346306,5907000
2022-01-24,127.989998,129.149994,124.190002,128.820007,115.869591,13484000
2022-01-25,129.139999,137.339996,128.300003,136.100006,122.417725,19715700
2022-01-26,136.470001,137.070007,133.130005,134.259995,120.762703,8336000
2022-01-27,133.660004,134.750000,132.080002,132.520004,119.197632,5497300
2022-01-28,133.190002,134.529999,131.789993,134.500000,120.978577,5471500
2022-01-31,134.089996,134.089996,132.300003,133.570007,120.142067,5859000
2022-02-01,133.759995,135.960007,132.500000,135.529999,121.905006,6206400
2022-02-02,135.699997,137.559998,135.259995,137.250000,123.452095,5357200
2022-02-03,137.000000,138.759995,135.830002,137.779999,123.928818,6100800
2022-02-04,137.860001,138.820007,136.220001,137.149994,123.362137,4142000
2022-02-07,137.449997,137.820007,136.270004,137.240005,123.443100,3759000
2022-02-08,137.229996,137.520004,135.779999,137.020004,123.245239,4181800
2022-02-09,137.839996,138.350006,136.830002,137.789993,123.937798,5393500
2022-02-10,135.470001,136.559998,133.169998,133.520004,121.543716,5978600
2022-02-11,133.899994,134.710007,132.380005,132.690002,120.788177,4176200
2022-02-14,132.589996,132.649994,129.070007,130.149994,118.475983,5345300
2022-02-15,130.639999,131.679993,129.610001,129.940002,118.284821,4394000
2022-02-16,129.449997,130.440002,128.259995,129.179993,117.592995,4875600
2022-02-17,128.050003,128.500000,124.849998,124.970001,113.760635,6797000
2022-02-18,124.940002,125.440002,123.610001,124.349998,113.196228,4609200
2022-02-22,124.199997,125.000000,122.680000,123.919998,112.804794,5349700
2022-02-23,124.379997,124.699997,121.870003,122.070000,111.120743,4086400
2022-02-24,120.000000,122.099998,118.809998,121.970001,111.029716,6563200
2022-02-25,122.050003,124.260002,121.449997,124.180000,113.041489,4460900
2022-02-28,122.209999,123.389999,121.040001,122.510002,111.521278,6757300
2022-03-01,122.669998,123.389999,120.699997,121.349998,110.465332,4873300
2022-03-02,122.589996,124.639999,121.800003,123.860001,112.750183,4891400
2022-03-03,124.959999,126.669998,124.239998,125.930000,114.634521,5206600
2022-03-04,124.400002,127.349998,124.209999,126.620003,115.262634,4402400
2022-03-07,126.470001,127.910004,125.620003,126.070000,114.761963,5047400
2022-03-08,126.620003,128.350006,124.820000,125.680000,114.406944,4887600
2022-03-09,127.410004,128.100006,125.910004,126.220001,114.898506,4403500
2022-03-10,125.750000,126.029999,123.129997,124.349998,113.196228,5326800
2022-03-11,125.000000,126.769997,123.910004,123.959999,112.841217,4119600
2022-03-14,124.449997,125.160004,122.690002,123.940002,112.823013,3289200
2022-03-15,124.000000,125.940002,123.220001,125.639999,114.370529,4021200
2022-03-16,126.500000,127.279999,124.709999,127.040001,115.644958,4292800
